Room,Name,Actor,Item,Logic,Status,Comment,Aloha Comment,Aloha Suggested,Final Logic?
Roots 12,Roots 12 - Typhon,Roots_001_Zone_012.BP_Interactable_AddItem_C_1,"assists[""assist_010""]",Roots09Right + WALL_DASH,Unsure,Needs access to Roots09 for WALL_DASH,"added an underscore for WALL_DASH;
this might require high_jump | double_jump | dash_charge + dodge?",Roots09Right + WALL_DASH + (double_jump | high_jump | dash_charge + dodge),Roots09Right + WALL_DASH + (double_jump | high_jump | dash_charge + dodge)
Roots 17,Roots 17 - Joran's Notes 1,Roots_001_Zone_017.BP_Interactable_AddItem_C_1,"tips[""tip_yoransdiary_01""]","Roots17Left 
| (Roots17Right + (dodge | double_jump) + hook)",Not Labbed,,good,,"Roots17Left 
| (Roots17Right + (dodge | double_jump) + hook)"
Roots 18,Roots 18 - Joran's Notes 2,Roots_001_Zone_018.BP_Interactable_AddItem_C_0,"tips[""tip_yoransdiary_02""]","Roots18UpperRight 
| Roots18LowerRight  + (high_jump | dodge + double_jump)",Not Labbed,,"changed parenthesis to fix red..
good 
(wall_grab / dash might make it easier, but still requires double_jump + dodge, so ultimately unnecessary)",,"Roots18UpperRight 
| Roots18LowerRight  + (high_jump | dodge + double_jump)"
Roots 20,Roots 20 - Primordial Heirloom,Roots_001_Zone_020.BP_Interactable_TreasureBox_C_0,"equipments[""shield_008""]",Roots20Lower + wall_grab + (double_jump + (dodge | wall_charge | high_jump)) | (high_jump + dodge) ,Not Labbed,,Im not sure if the parenthesis are right; the logic looks good... I think high_jump + dodge should be included?,Roots20Lower + wall_grab + ((double_jump + (dodge | wall_charge | high_jump)) | (high_jump + dodge)) ,Roots20Lower + wall_grab + ((double_jump + (dodge | wall_charge | high_jump)) | (high_jump + dodge)) 
Roots 22,Roots 22 - Abelia's Ring,Roots_001_Zone_022.BP_Interactable_TreasureBox_C_1,"passives[""onattack_instantkill_1""]",Roots22Upper,Done,,good,,Roots22Upper
Roots 23,Roots 23 - Origin Gem Core,Roots_001_Zone_023.BP_Interactable_AddItem_C_0,"materials[""parts_lv6_a""]",Roots23Left + WALL_DASH + dodge + double_jump,Not Labbed,,good,,Roots23Left + WALL_DASH + dodge + double_jump
Roots 27,Roots 27 - Ancient's Fury,Roots_001_Zone_027.BP_Interactable_TreasureBox_C_0,"equipments[""armor_020""]",Roots27Lower + TORRENT + assist_012,Unsure,This is that horrible swim section that needs a bunch of healing charms and totems. Can be done with just Cetus totem,"yes, horrible. couldnt agree more. im assuming assist_012 is the Cetus totem; im not sure if there need to be more health / heal / level requirements too?
id love it if the yaml could simply exclude this check altogether i hate it so much",,Roots27Lower + TORRENT + assist_012
Roots 28,Roots 28 - Origin Gem Core,Roots_001_Zone_028.BP_Interactable_AddItem_C_0,"materials[""parts_lv6_a""]",Roots28Lower + TORRENT,Not Labbed,,good,,Roots28Lower + TORRENT
Roots 29,Roots 29 - Charmed Ore,Roots_001_Zone_029.BP_Interactable_AddItem_C_0,"stats[""hp_up_l""]",Roots29 + TORRENT + (double_jump | dodge),Not Labbed,,"since torrent requires dodge, this might be able to be simplified

updating Roots29 ->  Roots29Upper

Interestingly enough, this requires dash_charge as well; torrent wont persist out of the waterfall without it",Roots29Upper + TORRENT,Roots29Upper + TORRENT + dash_charge
Roots 30,Roots 30 - Unidentified Amplifier,Roots_001_Zone_030.BP_Interactable_AddItem_C_0,"materials[""parts_s5000_b""]",Roots30Right,Done,,good,,Roots30Right
Ruins 4,Ruins 4 - Nola,Ruins_001_Zone_004.EVT_ev_s_0020_NoraMeeting,"spirits[""s5000_reaper""]",Ruins04LowerLeft | Ruins04UpperLeft,Done,we assume we spawn with a weapon that break walls,good,,Ruins04LowerLeft | Ruins04UpperLeft
Ruins 5,Ruins 5 - Charmed Fragment,Ruins_001_Zone_005.BP_Interactable_AddItem_C_1,"stats[""hp_up_s""]",(Ruins05Left | Ruins05Right) + dash_charge + double_jump,Done,,good,,(Ruins05Left | Ruins05Right) + dash_charge + double_jump
Ruins 12,Ruins 12 - Subterranean Testing Site Key,Ruins_001_Zone_012.BP_Interactable_AddItem_Skill_C_0,"keys[""key_ruins_tuto""]",Ruins12Right,Done,,good,,Ruins12Right
Ruins 12,Ruins 12 - Lito,Ruins_001_Zone_012.EVT_ev_s_e5030_Rogue_Defeat,"spirits[""s5030_rogue""]",Ruins12Right,Done,,good,,Ruins12Right
Ruins 13,Ruins 13 - Homunculus Research Log 1,Ruins_001_Zone_013.BP_Interactable_AddItem_C_1,"tips[""tip_homunculusrecord_01""]",Ruins13Left | Ruins13Upper,Done,,good,,Ruins13Left | Ruins13Upper
Ruins 14,Ruins 14 - Worn Experiment Log,Ruins_001_Zone_014.BP_Interactable_AddItem_C_1,"tips[""tip_ruinsrecords_01""]",Ruins14Right,Done,,"good (is also spawn? might be the only proper ""none""?)",,Ruins14Right
Ruins 15,Ruins 15 - Healing Ward,Ruins_001_Zone_015.EVT_ev_s_0015_GetHeal,"aptitudes[""heal""]",Ruins15Left | Ruins15Right,Done,,good,,Ruins15Left | Ruins15Right
Sewer 1,Sewer 1 - Corroded Warning Sign,Sewer_001_Zone_001.BP_Interactable_AddItem_C_0,"tips[""tip_corrosionboard_01""]",Sewer01Upper | Sewer01Right,Done,,good,,Sewer01Upper | Sewer01Right
Sewer 2,Sewer 2 - Grimoire,Sewer_001_Zone_002.BP_Interactable_TreasureBox_C_1,"stats[""shop_line_up""]","Sewer02UpperLeft | 
((Sewer02LowerLeft | Sewer02Lower) + dive)",Not Labbed,,good,,"Sewer02UpperLeft | 
((Sewer02LowerLeft | Sewer02Lower) + dive)"
Sewer 4,Sewer 4 - Materials,Sewer_001_Zone_004.BP_Interactable_AddItem_C_1,"currencies[""Default""]",(Sewer04Upper | Sewer04Left | Sewer04Right | Sewer04Lower) + (double_jump | dodge),Not Labbed,,good,,(Sewer04Upper | Sewer04Left | Sewer04Right | Sewer04Lower) + (double_jump | dodge)
Sewer 5,Sewer 5 - Materials,Sewer_001_Zone_005.BP_Interactable_AddItem_C_0,"currencies[""Default""]",Sewer05Right,Done,,good,,Sewer05Right
Sewer 8,Sewer 8 - Eye of the Beast,Sewer_001_Zone_008.BP_Interactable_AddItem_C_0,"passives[""gold_up_1""]",(Sewer08Left | Sewer08Lower) + (high_jump | wall_grab),Not Labbed,,"there is double_jump + dodge (doable from both entrances)
its a little finnicky from Lower, but very doable; the important thing is to get as high on the water/waterfall as possible, dodge -> jump -> dodge",(Sewer08Left | Sewer08Lower) + (high_jump | wall_grab | double_jump + dodge),(Sewer08Left | Sewer08Lower) + (high_jump | wall_grab | double_jump + dodge)
Sewer 9,Sewer 9 - Magic Strand Charm,Sewer_001_Zone_009.BP_Interactable_AddItem_C_0,"passives[""damage_up_maxhp_1""]","((Sewer09UpperRight | Sewer09Right | Sewer09UpperLeft) + hook) 
| Sewer09Left",Not Labbed,,"added a parenthesis to fix red...
im not sure hook is enough by itself; also requires double_jump | dodge","((Sewer09UpperRight | Sewer09Right | Sewer09UpperLeft) + hook + (double_jump | dodge)) 
| Sewer09Left","((Sewer09UpperRight | Sewer09Right | Sewer09UpperLeft) + hook + (double_jump | dodge)) 
| Sewer09Left"
Sewer 9,Sewer 9 - Materials,Sewer_001_Zone_009.BP_Interactable_AddItem_C_2,"currencies[""Default""]",(Sewer09Left | Sewer09UpperLeft | Sewer09UpperRight | Sewer09Right) + dive,Not Labbed,,good,,(Sewer09Left | Sewer09UpperLeft | Sewer09UpperRight | Sewer09Right) + dive
Sewer 10,Sewer 10 - Blighted Note,Sewer_001_Zone_010.EVT_ev_s_0090_Sewer001,"tips[""tip_disposaljournal_01""]","Sewer10Left 
| (Sewer10Right + (double_jump | high_jump | WALL_DASH))",Not Labbed,,good,,"Sewer10Left 
| (Sewer10Right + (double_jump | high_jump | WALL_DASH))"
Sewer 10,Sewer 10 - Dive,Sewer_001_Zone_010.EVT_ev_s_0090_Sewer001.1,"aptitudes[""dive""]","Sewer10Left 
| (Sewer10Right + (double_jump | high_jump | WALL_DASH))",Not Labbed,,good,,"Sewer10Left 
| (Sewer10Right + (double_jump | high_jump | WALL_DASH))"
Sewer 11,Sewer 11 - Charmed Fragment,Sewer_001_Zone_011.BP_Interactable_AddItem_C_0,"stats[""hp_up_s""]","(Sewer11Left | Sewer11UpperRight | Sewer11LowerRight) 
+ (high_jump | (hook + (double_jump | dodge)))",Not Labbed,,good,,"(Sewer11Left | Sewer11UpperRight | Sewer11LowerRight) 
+ (high_jump | (hook + (double_jump | dodge)))"
Sewer 12,Sewer 12 - Attuner's Pendant,Sewer_001_Zone_012.BP_Interactable_AddItem_C_0,"passives[""damage_up_swimming_1""]",(Sewer12Lower | Sewer12Upper) + dive,Not Labbed,,good,,(Sewer12Lower | Sewer12Upper) + dive
Sewer 13,Sewer 13 - Unidentified Core,Sewer_001_Zone_013.BP_Interactable_AddItem_C_0,"materials[""parts_s5000_a""]",(Sewer13Upper | Sewer13Right) + dive,Not Labbed,,good,,(Sewer13Upper | Sewer13Right) + dive
Sewer 15,Sewer 15 - Charmed Fragment,Sewer_001_Zone_015.BP_Interactable_AddItem_C_0,"stats[""hp_up_s""]","Sewer15Left | 
(Sewer15Lower + hook | (high_jump + (dodge | (double_jump + wall_grab))))",Not Labbed,,"might need to fix the parenthesis for Lower; hook is not always required but the + might bind to Lower first as written

high_jump + double_jump is sufficient; high_jump position is hugging the wall","Sewer15Left | 
Sewer15Lower + (hook | high_jump + (dodge | double_jump))","Sewer15Left | 
Sewer15Lower + (hook | high_jump + (dodge | double_jump))"
Sewer 17,Sewer 17 - Chloe's Bracelet,Sewer_001_Zone_017.BP_Interactable_TreasureBox_C_0,"equipments[""armor_007""]",Sewer17Left,Done,,good,,Sewer17Left
Slum 1,Slum 1 - Tattered Letter,Slum_001_Zone_001.BP_Interactable_AddItem_C_1,"tips[""tip_tunerletter_01""]",Slum01Left | Slum01Right | Slum01Lower,Done,,good,,Slum01Left | Slum01Right | Slum01Lower
Slum 1,Slum 1 - Eye of the Homunculus,Slum_001_Zone_001.BP_Interactable_AddItem_C_2,"passives[""junk_up_1""]",(Slum01Left | Slum01Lower | Slum01Right) + (high_jump | (hook + (double_jump | dodge))),Not Labbed,,good,,(Slum01Left | Slum01Lower | Slum01Right) + (high_jump | (hook + (double_jump | dodge)))
Slum 1,Slum 1 - Charmed Ore,Slum_001_Zone_001.EVT_ev_n_Levy_Treasure1_002,"stats[""hp_up_l""]",(Slum01Left | Slum01Right | Slum01Lower) + quest_artifact + EVT_ev_s_e0122_Wheeler_Defeat,Unsure,Requires Blighted Mineral + defeating Miner Unit in Mines04,"After some testing, does NOT require the Mutated Mineral in inventory",,(Slum01Left | Slum01Right | Slum01Lower) + EVT_ev_s_e5200_Pounder_Defeat + EVT_ev_s_e0122_Wheeler_Defeat + quest_artifact
Slum 1,Slum 1 - Levy's Mantle,Slum_001_Zone_001.EVT_ev_n_Levy_Treasure4_002,"costumes[""p0040""]",(Slum01Left | Slum01Right | Slum01Lower) + quest_board,Not Labbed,,,,(Slum01Left | Slum01Right | Slum01Lower) + quest_board
Slum 1,Slum 1 - Fast Travel,Slum_001_Zone_001.EVT_ev_s_0070_GordonReport,"aptitudes[""fast_travel""]",(Slum01Left | Slum01Right | Slum01Lower) + s5110_gunman,Unsure,are we going to require finding yolvan homuncli for Gordon report or defeating calidrius (boss yolvan)??,,,(Slum01Left | Slum01Right | Slum01Lower) + EVT_ev_s_e5110_Gunman_Defeat
Slum 1,Slum 1 - Lower Stratum Key,Slum_001_Zone_001.EVT_ev_s_0070_GordonReport.1,"keys[""key_lower""]",(Slum01Left | Slum01Right | Slum01Lower) + s5110_gunman,Not Labbed,,,,(Slum01Left | Slum01Right | Slum01Lower) + EVT_ev_s_e5110_Gunman_Defeat
Slum 2,Slum 2 - Charmed Fragment,Slum_001_Zone_002.BP_Breakable_SpawnItem_Box_01_C_1,"stats[""hp_up_s""]",Slum02Upper,Done,,good,,Slum02Upper
Street 2,Street 2 - Worries of a Sorcerer,Street_001_Zone_002.BP_Interactable_AddItem_C_0,"tips[""tip_painting_01""]","Street02Right 
| (Street02Left + Street02Left_Lever)",Not Labbed,,good,,"Street02Right 
| (Street02Left + Street02Left_Lever)"
Street 3,Street 3 - Sanguinary Raven,Street_001_Zone_003.BP_Interactable_AddItem_C_0,"passives[""damage_up_airborne_1""]","(Street03LowerLeft | Street03Right | Street03Door) + (high_jump | double_jump) 
| (Street03UpperLeft + (high_jump | dodge | double_jump))",Not Labbed,,"added a parenthesis to fix red...
good - although LowerLeft requires lever from 05
Same with Street03Right , needs a key unlock
(or just remove Street03LowerLeft?)
Can also WALL_DASH out of Street05UpperRight/Street03UpperLeft","(Street03LowerLeft + Street05LowerRight_Lever | Street03Right | Street03Door) + (high_jump | double_jump) 
| Street03UpperLeft + (high_jump | dodge | double_jump)
| Street05UpperRight + WALL_DASH","(Street03LowerLeft + Street05LowerRight_Lever | Street03Right + key_lower | Street03Door) + (high_jump | double_jump) 
| Street03UpperLeft + (high_jump | dodge | double_jump)
| Street05UpperRight + WALL_DASH"
Street 4,Street 4 - Yolvan,Street_001_Zone_004.EVT_ev_s_e5110_Gunman_Defeat,"spirits[""s5110_gunman""]",Street04Left | Street04Right,Not Labbed,,,,Street04Left | Street04Right
Street 8,Street 8 - Charmed Fragment,Street_001_Zone_008.BP_Breakable_SpawnItem_Box_01_C_1,"stats[""hp_up_s""]",Street08Left | Street08Right,Done,,good,,Street08Left | Street08Right
Street 9,Street 9 - Materials,Street_001_Zone_009.BP_Interactable_AddItem_C_1,"currencies[""Default""]",Street09Left | Street09Right,Done,,good,,Street09Left | Street09Upper
Street 12,Street 12 - Attuner's Earrings,Street_001_Zone_012.BP_Interactable_AddItem_C_0,"passives[""onkill_restoresp_1""]","(Street12Left + (high_jump | (wall_grab + double_jump))) 
| ((Street12Door | Street12UpperRight | Street12LowerRight) + (high_jump | (wall_grab + (dodge | double_jump))))",Not Labbed,,"added a parenthesis to fix red...
there is also WALL_DASH out of UpperRight :)
i dont think dodge does anything for Door/UpperRight/LowerRight
I concede there might be a wall_grab + dodge (to the above comment)... it is extremely difficult/annoying IMO; I could only do it 1 out of 40 tries? im gonna break my controller","(Street12Left + (high_jump | (wall_grab + double_jump))) 
| ((Street12Door | Street12UpperRight | Street12LowerRight) + (high_jump | (wall_grab + double_jump)))
| Street19UpperLeft + WALL_DASH","(Street12Left + (high_jump | (wall_grab + double_jump))) 
| ((Street12Door | Street12UpperRight | Street12LowerRight) + (high_jump | (wall_grab + double_jump)))
| Street19UpperLeft + WALL_DASH"
Street 14,Street 14 - Crimson Ribbon,Street_001_Zone_014.BP_Interactable_AddItem_C_1,"passives[""debuff_cut_burn_1""]",Street14UpperHidden,Done,,good,,Street14UpperHidden
Street 14,Street 14 - Homunculus Expedition Report,Street_001_Zone_014.BP_Interactable_AddTutorial_C_1,"tips[""tip_searchrecord_01""]",Street14Right | Street14UpperRight | Street14UpperLeft,Done,,good,,Street14Right | Street14UpperRight | Street14UpperLeft
Street 17,Street 17 - City Stratum Guard,Street_001_Zone_017.EVT_ev_s_e0030_Guard_Defeat,"materials[""parts_s5000_c""]",Street17Right,Done,,,,Street17Right
Street 18,Street 18 - Materials,Street_001_Zone_018.BP_Interactable_AddItem_C_0,"currencies[""Default""]",Street18Right | Street18Door,Done,,"Street18Right requires lever? (or just remove)
otherwise good",Street18Right + Street02Left_Lever | Street18Door,Street18Right + Street02Left_Lever | Street18Door
Street 18,Street 18 - Charmed Fragment,Street_001_Zone_018.BP_Interactable_AddItem_C_1,"stats[""hp_up_s""]",(Street18Right | Street18Door) + high_jump | (wall_grab + double_jump),Not Labbed,,"Street18Right requires lever?
parenthesis might need tweaking.
also WALL_DASH
thinking + (high_jump | wall_grab + (double_jump | wall_charge))",(Street18Right + Street02Left_Lever | Street18Door) + (high_jump | (wall_grab + (double_jump | wall_charge))),(Street18Right + Street02Left_Lever | Street18Door) + (high_jump | (wall_grab + (double_jump | wall_charge)))
Street 19,Street 19 - Charmed Fragment,Street_001_Zone_019.BP_Interactable_AddItem_C_0,"stats[""hp_up_s""]",Street19UpperLeft,Done,,good,,Street19UpperLeft
Street 19,Street 19 - Broken Warning Sign,Street_001_Zone_019.BP_Interactable_AddItem_C_1,"tips[""tip_tornletter_01""]",Street19LowerLeft,Done,,good,,Street19LowerLeft
Street 20,Street 20 - Tavern Bulletin Board,Street_001_Zone_020.BP_Interactable_AddItem_C_0,"tips[""tip_townboard_01""]",Street20Right,Done,,good,,Street20Right
Street 21,Street 21 - Materials,Street_001_Zone_021.BP_Interactable_AddItem_C_0,"currencies[""Default""]",Street21Right,Done,,good,,Street21Right
Summit 1,Summit 1 - Upper Stratum Communication Device,Summit_001_Zone_001.BP_Interactable_AddItem_C_1,"tips[""tip_upperterminal_01""]",Summit01LowerLeft,Done,,good,,Summit01LowerLeft
Summit 4,Summit 4 - Administrator's Amplifier,Summit_001_Zone_004.BP_Interactable_AddItem_C_0,"materials[""parts_lv6_b""]","(Summit04Right + (dodge + high_jump) |  (double_jump + (high_jump | WALL_DASH)))
| (Summit04Left + (dodge + high_jump) | (double_jump + WALL_DASH))
",Done,,"there is also double_jump + dodge + wall_grab for either side
seems ok otherwise","Summit04Right + (dodge + high_jump | double_jump + (high_jump | WALL_DASH) | double_jump + dodge + wall_grab)
| Summit04Left + (dodge + high_jump | double_jump + WALL_DASH | double_jump + dodge + wall_grab)","Summit04Right + (dodge + high_jump | double_jump + (high_jump | WALL_DASH) | double_jump + dodge + wall_grab)
| Summit04Left + (dodge + high_jump | double_jump + WALL_DASH | double_jump + dodge + wall_grab)"
Summit 7,Summit 7 - Administrator's Amplifier,Summit_001_Zone_007.BP_Interactable_AddItem_C_0,"materials[""parts_lv6_b""]","Summit07Right + (high_jump + double_jump) 
| (Summit07UpperLeft | Summit07LowerLeft + Summit08LowerRight_Lever) + (dive + high_jump + double_jump)",In Progress,,"added a parenthesis to fix red...
seems good",,"Summit07Right + (high_jump + double_jump) 
| (Summit07UpperLeft | Summit07LowerLeft + Summit08LowerRight_Lever) + (dive + high_jump + double_jump)"
Summit 8,Summit 8 - Administrator's Amplifier,Summit_001_Zone_008.BP_Interactable_AddItem_C_0,"materials[""parts_lv6_b""]",(Summit08Left | Summit08LeftDoor | Summit08UpperRight | Summit08RightDoor) + dash_charge + double_jump,Not Labbed,,"can technically do this without double_jump, if we want to include this type of logic.",(Summit08Left | Summit08LeftDoor | Summit08UpperRight | Summit08RightDoor) + dash_charge + (dodge | double_jump),(Summit08Left | Summit08LeftDoor | Summit08UpperRight | Summit08RightDoor) + dash_charge + (dodge | double_jump)
Summit 9,Summit 9 - Scrap,Summit_001_Zone_009.BP_Interactable_AddItem_C_0,"currencies[""rare""]",Summit09UpperLeft,Done,,good,,Summit09UpperLeft
Summit 10,Summit 10 - Celestial Bangle,Summit_001_Zone_010.BP_Interactable_TreasureBox_C_1,"equipments[""armor_021""]",Summit10Right + (high_jump | wall_grab),Not Labbed,,good,,Summit10Right + (high_jump | wall_grab)
Summit 13,Summit 13 - Materials,Summit_001_Zone_013.BP_Breakable_SpawnItem_Box_01_C_1,"currencies[""Default""]",Summit13UpperRight,Done,,sadly requires double_jump | high_jump | wall_grab,Summit13UpperRight + (double_jump | high_jump | wall_grab),Summit13UpperRight + (double_jump | high_jump | wall_grab)
Summit 18,Summit 18 - Unidentified Transformer,Summit_001_Zone_018.BP_Interactable_AddItem_C_0,"materials[""parts_s5000_c""]",Summit18Left,Done,,good,,Summit18Left
Summit 21,Summit 21 - Velius,Summit_001_Zone_021.EVT_ev_s_e0222_Security_Defeat,"materials[""parts_lv6_b""]",Summit21Lower | Summit21Right | Summit21Left,Not Labbed,,,,Summit21Lower | Summit21Right | Summit21Left
Summit 22,Summit 22 - Administrator's Amplifier,Summit_001_Zone_022.BP_Interactable_AddItem_C_0,"materials[""parts_lv6_b""]","((Summit22UpperLeft | Summit22UpperRight) + WALL_DASH) 
| ((Summit22LowerLeft | Summit22CenterLeft | Summit22CenterRight | Summit22LowerRight) + ((high_jump | double_jump) + WALL_DASH))",Not Labbed,,"high_jump without anything else works
from UpperLeft, even a simple double_jump + dodge works
so lower could be high_jump | (double_jump + wall_grab + (dodge | wall_charge))
NOTE UpperRight requires WALL_DASH to leave in default state, no point to add | conditions","Summit22UpperLeft + (WALL_DASH | double_jump + dodge | high_jump) 
| Summit22UpperRight + WALL_DASH 
| (Summit22LowerLeft | Summit22CenterLeft | Summit22CenterRight | Summit22LowerRight) + (high_jump | double_jump + wall_grab + (dodge | wall_charge))","Summit22UpperLeft + (WALL_DASH | double_jump + dodge | high_jump) 
| Summit22UpperRight + WALL_DASH 
| (Summit22LowerLeft | Summit22CenterLeft | Summit22CenterRight | Summit22LowerRight) + (high_jump | double_jump + wall_grab + (dodge | wall_charge))"
Summit 22,Summit 22 - Charmed Fragment,Summit_001_Zone_022.BP_Interactable_AddItem_C_1,"stats[""hp_up_s""]","(Summit22UpperLeft | Summit22CenterLeft | Summit22LowerLeft) 
| (Summit22UpperRight + WALL_DASH)
| ((Summit22CenterRight | Summit22LowerRight) + (dodge | double_jump | high_jump))",Not Labbed,,"Are CenterLeft / LowerRight / CenterRight real options as they are blocked origin/base state? - this comment applies to above as well
UpperRight at least can unblock itself
if those are removed, then good",,"(Summit22UpperLeft | Summit22CenterLeft | Summit22LowerLeft) 
| (Summit22UpperRight + WALL_DASH)
| ((Summit22CenterRight | Summit22LowerRight) + (dodge | double_jump | high_jump))"
Summit 23,Summit 23 - Administrator's Amplifier,Summit_001_Zone_023.BP_Interactable_AddItem_C_0,"materials[""parts_lv6_b""]",Summit23UpperRight,Done,,good,,Summit23UpperRight
Summit 23,Summit 23 - Gilroy's Communication Device,Summit_001_Zone_023.BP_Interactable_AddItem_C_1,"tips[""tip_gilroysterminal_01""]",Summit23UpperLeft,Done,,good,,Summit23UpperLeft
Summit 23,Summit 23 - Nameless Priestess' Ring,Summit_001_Zone_023.BP_Interactable_TreasureBox_C_1,"passives[""restore_sp_up_b_1""]",Summit23UpperLeft + (wall_grab | double_jump | high_jump),Done,,good,,Summit23UpperLeft + (wall_grab | double_jump | high_jump)
Summit 24,Summit 24 - Administrator's Amplifier 1,Summit_001_Zone_024.BP_Interactable_AddItem_C_0,"materials[""parts_lv6_b""]",((Summit24HiddenRight | Summit24CenterRight | Summit24UpperRight | Summit24UpperLeft | Summit24LowerRight | Summit24CenterLeft) + ((WALL_DASH | (high_jump + wall_grab)) + dodge + double_jump)),Not Labbed,,"Need to add CenterDoor?
CenterLeft requires Lever
otherwise I think the logic works - rewrote because parenthesis overkill hard to understand","(Summit24HiddenRight | Summit24CenterRight | Summit24UpperRight | Summit24CenterDoor | Summit24UpperLeft | Summit24LowerRight | Summit24CenterLeft + Summit27Upper_Lever) 
+ (dodge + double_jump + (WALL_DASH | high_jump + wall_grab))","(Summit24HiddenRight | Summit24CenterRight | Summit24UpperRight | Summit24CenterDoor | Summit24UpperLeft | Summit24LowerRight | Summit24CenterLeft + Summit27Upper_Lever) 
+ (dodge + double_jump + (WALL_DASH | high_jump + wall_grab))"
Summit 24,Summit 24 - Administrator's Amplifier 2,Summit_001_Zone_024.BP_Interactable_AddItem_C_1,"materials[""parts_lv6_b""]",Summit25LowerLeft + WALL_DASH + (double_jump | dodge | high_jump),Unsure,Need wall dash from summit25,good; although not sure it needs to mention Summit24HiddenRight?,,Summit25LowerLeft + WALL_DASH + (double_jump | dodge | high_jump)
Summit 24,Summit 24 - Administrator's Amplifier 3,Summit_001_Zone_024.BP_Interactable_AddItem_C_2,"materials[""parts_lv6_b""]",Summit27Upper_Lever + Summit27CenterRight + WALL_DASH,Unsure,Need wall dash from summit27,good; although not sure it needs to mention Summit24CenterLeft?,,Summit27Upper_Lever + Summit27CenterRight + WALL_DASH
Summit 27,Summit 27 - Motley's Communication Device,Summit_001_Zone_027.BP_Interactable_AddItem_C_0,"tips[""tip_motleysterminal_01""]",Summit27UpperRight,Done,,good,,Summit27UpperRight
Summit 28,Summit 28 - Charmed Fragment,Summit_001_Zone_028.BP_Interactable_AddItem_C_0,"stats[""hp_up_s""]",Summit28Upper,Done,,good,,Summit28Upper
Summit 30,Summit 30 - Charmed Fragment,Summit_001_Zone_030.BP_Interactable_AddItem_C_0,"stats[""hp_up_s""]",Summit30CenterDoor,Done,Not sure why the requirements are empty here?,high_jump | wall_grab + double_jump? might be able to WALL_DASH from opposite side of the room (assuming not cutscene locked or something),Summit30CenterDoor + (high_jump | wall_grab + double_jump),Summit30CenterDoor + (high_jump | wall_grab + double_jump)
Swamp 2,Swamp 2 - Materials,Swamp_001_Zone_002.BP_Breakable_SpawnItem_Box_01_C_1,"currencies[""Default""]",(Swamp02Upper | Swamp02Left) + dive,Not Labbed,,good,,(Swamp02Upper | Swamp02Left) + dive
Swamp 2,Swamp 2 - Letter in a Bottle,Swamp_001_Zone_002.BP_Interactable_AddItem_C_2,"tips[""tip_vials_01""]",(Swamp02Upper | Swamp02Left) + dive,Not Labbed,,good,,(Swamp02Upper | Swamp02Left) + dive
Swamp 2,Swamp 2 - Vivid Claws,Swamp_001_Zone_002.BP_Interactable_AddItem_C_3,"passives[""damage_up_targetdebuffed_1""]",(Swamp02Upper | Swamp02Left) + dive + pile_attack,Not Labbed,,good,,(Swamp02Upper | Swamp02Left) + dive + pile_attack
Swamp 4,Swamp 4 - Roller,Swamp_001_Zone_004.EVT_ev_s_e0203_Scarab_Defeat,"materials[""parts_lv4_a""]","(Swamp04Right | Swamp04Upper | Swamp04HiddenLeft)
| (Swamp04Lower + dive)",Not Labbed,,good,,"(Swamp04Right | Swamp04Upper | Swamp04HiddenLeft)
| (Swamp04Lower + dive)"
Swamp 6,Swamp 6 - Obsolete Core,Swamp_001_Zone_006.BP_Interactable_AddItem_C_1,"materials[""parts_lv3_b""]",(Swamp06Right | (Swamp06Lower + dive)) + pile_attack + (high_jump | (double_jump + dodge)),Not Labbed,,"added parenthesis to fix red
from Right, hook + pile_attack works... double_jump + wall_grab + pile_attack...
double_jump not required for dodge either from Right
can also WALL_DASH over to C2 item and then WALL_DASH back from there
from Lower, no dodge required: pile_attack + (double_jump | high_jump)","(Swamp06Right + (hook | high_jump | dodge | wall_grab + (double_jump | wall_charge))
| Swamp06Lower + dive + (high_jump | double_jump | hook + dodge + wall_grab)) 
+ pile_attack ","(Swamp06Right + (hook | high_jump | dodge | wall_grab + (double_jump | wall_charge))
| Swamp06Lower + dive + (high_jump | double_jump | hook + dodge + wall_grab)) 
+ pile_attack "
Swamp 6,Swamp 6 - Magic Vial,Swamp_001_Zone_006.BP_Interactable_AddItem_C_2,"stats[""passive_slot_s""]",(Swamp06Lower | Swamp08Right) + dive + (double_jump + hook) | (high_jump + dodge + double_jump) ,Not Labbed,,"should Swamp08Right be Swamp06Right?
why does Right require dive?
merged the logic a little
There is also a WALL_DASH option from Right without any additional movement :)","Swamp06Lower + dive + (double_jump + (hook | (high_jump + dodge)) | (double_jump | high_jump) + WALL_DASH)
| Swamp06Right + (WALL_DASH | double_jump + (hook | (high_jump + dodge)))","Swamp06Lower + dive + (double_jump + (hook | (high_jump + dodge)) | (double_jump | high_jump) + WALL_DASH)
| Swamp06Right + (WALL_DASH | double_jump + (hook | (high_jump + dodge)))"
Swamp 7,Swamp 7 - Silencing Light Documents,Swamp_001_Zone_007.BP_Interactable_AddItem_C_0,"tips[""tip_lightsilence_01""]","Swamp07Lower 
| Swamp07Upper + dive",Not Labbed,,"fixed minor typo.
Lower should also require dive
Unless you are cheesing the respite point proximity and then teleporting???",(Swamp07Lower | Swamp07Upper) + dive,(Swamp07Lower | Swamp07Upper) + dive | Swamp07Respite
